loan_id,borrower_id,borrower_name,original_principal,current_balance,interest_rate,origination_date,maturity_date,loan_term_months,payment_status,days_past_due,property_state,loan_purpose,property_type,credit_score,ltv_ratio,dti_ratio,document_status,last_updated_at,source_system,servicer_name
LN-000621,BR-001522,Manav Nair,146205.18,93538.92,10.382,2021-06-06,2051-06-07,360,Current,0,GA,Purchase,MultiFamily,735,0.8335,0.2672,Complete,2026-07-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000622,BR-000183,Rohan Kapoor,851107.62,479777.25,13.487,2021-02-16,2041-02-16,240,Current,0,CT,Refinance,MultiFamily,710,0.7937,0.4097,Complete,2026-08-03T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000623,BR-001561,Meera Nair,372013.74,312159.0,14.024,2023-12-30,2043-12-30,240,Current,0,OR,Construction,SingleFamily,796,0.8832,0.4294,Complete,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000624,BR-001347,Karan Rao,319398.45,256511.21,5.655,2021-06-17,2051-06-18,360,Current,0,WV,Purchase,Condo,693,0.803,0.4581,Complete,2026-08-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000625,BR-001839,Manav Chauhan,114977.2,87730.82,9.547,2020-09-25,2050-09-26,360,Current,0,OH,Refinance,Townhouse,752,0.7216,0.1983,Complete,2026-08-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000626,BR-002360,Dev Bose,150269.42,116039.76,13.349,2022-11-20,2042-11-20,240,Current,0,AL,Refinance,SingleFamily,687,0.5449,0.3441,Pending,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000627,BR-000300,Ananya Desai,789039.98,442280.46,12.969,2024-12-27,2034-12-27,120,90+ Days,139,NV,CashOutRefi,Condo,682,0.7833,0.2345,Complete,2026-08-16T09:00:00Z,OriginationCore,MeridianServicing
LN-000628,BR-001839,Manav Gupta,895013.99,783181.37,11.518,2025-03-13,2045-03-13,240,Current,0,ME,Construction,Condo,767,0.5009,0.4181,Pending,2026-08-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000629,BR-001858,Nisha Verma,811259.3,578220.62,8.044,2024-09-12,2034-09-12,120,Current,0,WY,Purchase,Condo,656,0.6713,0.1669,Complete,2026-07-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000630,BR-000731,Ananya Iyer,767455.61,531103.87,12.361,2020-09-15,2050-09-16,360,Current,0,NV,CashOutRefi,MultiFamily,605,0.591,0.208,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000631,BR-000435,Karan Pillai,802546.79,765457.05,4.622,2023-11-24,2048-11-24,300,Current,0,OK,Refinance,SingleFamily,733,0.8964,0.4859,Complete,2026-07-19T09:00:00Z,OriginationCore,ServicerX
LN-000632,BR-001747,Tara Desai,757628.82,484414.24,4.451,2020-12-05,2030-12-05,120,Current,0,ME,Purchase,SingleFamily,693,0.8889,0.3226,Complete,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000633,BR-000305,Ishita Mehta,873173.64,766194.25,8.831,2025-02-05,2045-02-05,240,60-89 Days,68,NJ,Purchase,MultiFamily,808,0.9086,0.3017,Pending,2026-08-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000634,BR-000033,Karan Kapoor,765216.38,716343.81,9.743,2024-04-09,2044-04-09,240,Current,0,UT,Refinance,MultiFamily,700,0.4833,0.4349,Complete,2026-08-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000635,BR-000878,Priya Sethi,589556.82,458188.67,3.774,2024-03-06,2039-03-07,180,Current,0,VA,Refinance,SingleFamily,687,0.7784,0.3647,Complete,2026-07-11T09:00:00Z,OriginationCore,ServicerX
LN-000636,BR-000950,Rohan Banerjee,500891.97,0.0,8.638,2020-12-22,2040-12-22,240,Paid Off,0,RI,CashOutRefi,Townhouse,655,0.4531,0.1893,Pending,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000637,BR-001307,Rahul Rao,326587.49,196266.16,11.015,2021-05-23,2046-05-24,300,Current,0,WY,Construction,Townhouse,733,0.6266,0.2322,Complete,2026-07-28T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000638,BR-001685,Nisha Gupta,101682.77,67629.85,7.89,2021-10-26,2036-10-26,180,30-59 Days,38,AR,CashOutRefi,Townhouse,766,0.5204,0.3727,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000639,BR-000452,Aman Trivedi,536629.84,343833.96,6.791,2023-12-04,2048-12-04,300,Current,0,WA,Purchase,Townhouse,603,0.8292,0.2667,Complete,2026-07-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000640,BR-002195,Nisha Chauhan,490851.65,312826.39,6.337,2025-11-08,2035-11-08,120,Current,0,MS,CashOutRefi,Townhouse,635,0.7041,0.237,Complete,2026-08-16T09:00:00Z,OriginationCore,ServicerX
LN-000641,BR-001235,Priya Chauhan,476274.42,270812.24,10.263,2025-04-04,2055-04-05,360,60-89 Days,82,KS,Purchase,MultiFamily,771,0.468,0.4244,Complete,2026-08-08T09:00:00Z,OriginationCore,ServicerX
LN-000642,BR-001702,Priya Sharma,115048.02,98887.83,11.54,2025-06-15,2045-06-15,240,Current,0,CT,Construction,Condo,792,0.7331,0.2593,Complete,2026-07-11T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000643,BR-002361,Dev Malhotra,282942.28,188518.44,6.349,2023-01-07,2033-01-06,120,Current,0,IA,Construction,MultiFamily,703,0.5564,0.396,Complete,2026-07-16T09:00:00Z,OriginationCore,MeridianServicing
LN-000644,BR-002239,Rahul Gupta,668423.84,0.0,5.577,2020-10-31,2030-10-31,120,Paid Off,0,MT,Refinance,Townhouse,674,0.6622,0.1881,Complete,2026-07-09T09:00:00Z,OriginationCore,ServicerX
LN-000645,BR-001024,Meera Kapoor,526752.61,508063.98,7.637,2025-05-03,2035-05-03,120,Current,0,ND,Refinance,SingleFamily,776,0.6714,0.2942,Complete,2026-07-20T09:00:00Z,OriginationCore,ServicerX
LN-000646,BR-000857,Siddharth Banerjee,635647.96,593331.78,9.274,2022-10-20,2032-10-19,120,Current,0,TN,Refinance,MultiFamily,698,0.7899,0.3301,Pending,2026-08-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000647,BR-000664,Kavya Reddy,411846.72,249580.88,4.911,2025-03-24,2035-03-24,120,Current,0,DE,Purchase,Townhouse,706,0.4939,0.4311,Complete,2026-08-26T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000648,BR-001111,Kavya Verma,389494.81,69084.49,10.074,2021-09-19,2051-09-20,360,Paid Off,0,OR,Refinance,Condo,654,0.6878,0.2216,Complete,2026-08-08T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000649,BR-000555,Vikram Desai,451293.53,313774.44,11.223,2023-08-03,2043-08-03,240,Current,0,AL,CashOutRefi,Townhouse,625,0.4827,0.1735,Missing,2026-07-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000650,BR-001920,Aman Mehta,639938.4,445176.64,3.768,2024-03-03,2039-03-04,180,Current,0,MN,Purchase,Condo,650,0.5563,0.469,Complete,2026-08-23T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000651,BR-000830,Meera Menon,580825.8,384558.8,4.753,2022-04-15,2042-04-15,240,Current,0,LA,Refinance,MultiFamily,724,0.4563,0.4289,Complete,2026-07-23T09:00:00Z,OriginationCore,MeridianServicing
LN-000652,BR-000858,Vikram Sharma,871660.06,715624.51,12.009,2023-04-19,2043-04-19,240,30-59 Days,36,CO,Refinance,Condo,622,0.6615,0.1501,Complete,2026-07-27T09:00:00Z,OriginationCore,ServicerX
LN-000653,BR-002050,Rahul Chauhan,736149.23,557664.84,9.442,2020-09-01,2035-09-02,180,Current,0,WY,Construction,Townhouse,670,0.5715,0.3327,Complete,2026-08-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000654,BR-001791,Siddharth Gupta,853666.44,736708.14,8.636,2024-07-17,2039-07-18,180,90+ Days,122,UT,Purchase,Townhouse,746,0.5915,0.1589,Complete,2026-07-04T09:00:00Z,OriginationCore,MeridianServicing
LN-000655,BR-001567,Aditya Mehta,231712.97,229181.75,13.732,2021-08-25,2041-08-25,240,Current,0,IL,Construction,MultiFamily,714,0.5072,0.3552,Complete,2026-08-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000656,BR-001961,Nisha Iyer,833329.36,470624.76,14.451,2020-10-07,2040-10-07,240,Current,0,LA,Purchase,SingleFamily,800,0.7949,0.3148,Complete,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000657,BR-000426,Arjun Rao,452431.15,398256.14,3.332,2024-06-16,2049-06-17,300,Default,363,GA,Refinance,Condo,601,0.6308,0.446,Complete,2026-07-06T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000658,BR-000069,Ishita Verma,132854.14,130555.43,13.324,2022-11-18,2032-11-17,120,Current,0,PA,CashOutRefi,SingleFamily,820,0.7655,0.2957,Complete,2026-08-14T09:00:00Z,OriginationCore,ServicerX
LN-000659,BR-000707,Tara Iyer,751290.41,654179.44,6.169,2024-03-29,2034-03-29,120,Current,0,VT,Construction,Condo,742,0.8108,0.4433,Complete,2026-08-21T09:00:00Z,OriginationCore,MeridianServicing
LN-000660,BR-002320,Tara Nair,150057.39,137735.65,4.337,2022-06-22,2052-06-22,360,Current,122,ID,Purchase,Condo,661,0.7251,0.488,Complete,2026-08-21T09:00:00Z,OriginationCore,ServicerX
LN-000661,BR-000783,Ananya Joshi,441296.73,425862.12,3.613,2022-03-16,2037-03-16,180,Default,361,ME,Refinance,MultiFamily,615,0.7108,0.2949,Pending,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000662,BR-002007,Aditya Menon,882386.48,655986.64,7.182,2024-06-02,2039-06-03,180,Current,0,SD,Refinance,SingleFamily,793,0.7219,0.2045,Complete,2026-08-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000663,BR-002064,Siddharth Pillai,599106.79,405609.17,4.044,2022-07-08,2047-07-09,300,Current,0,KY,Refinance,Townhouse,646,0.4173,0.1904,Complete,2026-08-05T09:00:00Z,OriginationCore,ServicerX
LN-000664,BR-000139,Ishita Reddy,447159.84,356859.73,10.239,2024-11-02,2049-11-03,300,Current,0,HI,Construction,Townhouse,665,0.5852,0.466,Complete,2026-07-15T09:00:00Z,OriginationCore,MeridianServicing
LN-000665,BR-001870,Riya Menon,446815.05,250024.29,10.987,2024-07-31,2044-07-31,240,Current,0,NM,Refinance,MultiFamily,765,0.6053,0.2683,Complete,2026-07-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000666,BR-000442,Manav Sethi,698697.04,0.0,11.902,2023-10-12,2033-10-11,120,Paid Off,0,PA,Purchase,Condo,711,0.4915,0.2552,Complete,2026-07-25T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000667,BR-001365,Arjun Nair,858769.8,525053.27,6.557,2024-03-07,2054-03-08,360,Current,0,MN,Construction,Townhouse,622,0.6533,0.3805,Complete,2026-07-15T09:00:00Z,OriginationCore,ServicerX
LN-000668,BR-001003,Ananya Kulkarni,118318.98,75660.45,12.725,2022-12-16,2042-12-16,240,Current,0,AL,Construction,Condo,668,0.455,0.3424,Complete,2026-08-21T09:00:00Z,OriginationCore,ServicerX
LN-000669,BR-001588,Ananya Verma,756644.94,670194.26,11.775,2022-03-09,2047-03-10,300,30-59 Days,34,MT,CashOutRefi,MultiFamily,789,0.7711,0.4554,Complete,2026-08-20T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000670,BR-000730,Karan Rao,465062.93,375784.21,7.166,2022-07-08,2032-07-07,120,30-59 Days,46,AL,Construction,SingleFamily,745,0.5265,0.325,Complete,2026-08-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000671,BR-001275,Nisha Banerjee,338648.66,249690.05,3.401,2025-05-13,2050-05-14,300,Current,0,ID,Refinance,Townhouse,754,0.6845,0.1873,Pending,2026-08-08T09:00:00Z,OriginationCore,MeridianServicing
LN-000672,BR-002077,Nisha Gupta,733017.72,506054.43,3.133,2021-11-14,2031-11-14,120,Current,0,NV,Purchase,MultiFamily,688,0.5423,0.3719,Complete,2026-07-21T09:00:00Z,OriginationCore,MeridianServicing
LN-000673,BR-000458,Vikram Sethi,713853.0,657768.5,9.115,2022-03-23,2052-03-23,360,30-59 Days,42,UT,Purchase,Condo,581,0.5854,0.477,Complete,2026-08-03T09:00:00Z,OriginationCore,ServicerX
LN-000674,BR-002006,Tara Rao,419654.84,238167.36,3.576,2021-04-21,2051-04-22,360,Current,0,KY,Construction,MultiFamily,752,0.5629,0.4367,Complete,2026-07-02T09:00:00Z,OriginationCore,ServicerX
LN-000675,BR-000458,Aditya Iyer,404501.2,275457.5,9.11,2022-05-28,2042-05-28,240,Current,0,KS,Refinance,SingleFamily,716,0.452,0.4044,Complete,2026-08-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000676,BR-002145,Riya Gupta,876074.86,575935.39,3.467,2022-07-14,2042-07-14,240,Current,0,MS,Purchase,Condo,735,0.9373,0.3732,Pending,2026-07-05T09:00:00Z,OriginationCore,MeridianServicing
LN-000677,BR-000092,Vikram Pillai,337106.83,230201.43,11.298,2025-07-10,2055-07-11,360,Current,0,NV,Purchase,Condo,726,0.5435,0.2561,Complete,2026-08-01T09:00:00Z,OriginationCore,ServicerX
LN-000678,BR-000761,Divya Desai,537335.61,516707.53,10.722,2022-03-18,2032-03-17,120,Current,0,ID,CashOutRefi,MultiFamily,581,0.624,0.1566,Complete,2026-08-09T09:00:00Z,OriginationCore,ServicerX
LN-000679,BR-000907,Karan Sharma,443075.04,367458.49,11.154,2023-05-31,2043-05-31,240,60-89 Days,67,CA,CashOutRefi,Townhouse,730,0.6314,0.3583,Complete,2026-08-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000680,BR-001893,Dev Bose,341508.11,311440.58,9.121,2026-04-07,2056-04-07,360,Current,0,UT,Construction,MultiFamily,683,0.4177,0.4483,Missing,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000681,BR-001196,Ishita Gupta,120628.2,94454.34,10.757,2022-07-14,2047-07-15,300,30-59 Days,30,GA,Refinance,MultiFamily,724,0.6373,0.4985,Complete,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000682,BR-000506,Rahul Malhotra,891228.2,700987.33,5.511,2020-11-25,2050-11-26,360,Current,0,OR,CashOutRefi,Condo,801,0.4875,0.4221,Complete,2026-08-02T09:00:00Z,OriginationCore,MeridianServicing
LN-000683,BR-001309,Aditya Reddy,349220.93,330433.51,10.639,2021-10-28,2051-10-29,360,Current,0,NC,Construction,Condo,799,0.6222,0.4149,Complete,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000684,BR-001901,Vikram Reddy,390046.21,356947.35,7.409,2024-05-31,2039-06-01,180,Current,0,NE,Construction,Condo,742,0.416,0.2285,Complete,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000685,BR-001933,Meera Rao,853665.67,563397.09,3.261,2021-10-27,2031-10-27,120,Current,0,OK,Refinance,Condo,697,0.603,0.4561,Complete,2026-07-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000686,BR-001889,Tara Chauhan,162752.55,91725.95,10.862,2022-10-15,2037-10-15,180,Current,0,KS,Refinance,Townhouse,708,0.7528,0.4313,Pending,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000687,BR-001665,Kavya Banerjee,663739.32,583684.24,12.915,2021-03-22,2036-03-22,180,Current,0,NE,CashOutRefi,SingleFamily,763,0.8271,0.3765,Complete,2026-07-14T09:00:00Z,OriginationCore,ServicerX
LN-000688,BR-000164,Aditya Malhotra,753590.76,683605.88,11.241,2021-01-05,2046-01-06,300,Current,0,NV,Purchase,SingleFamily,617,0.8659,0.4153,Complete,2026-07-04T09:00:00Z,OriginationCore,ServicerX
LN-000689,BR-001977,Sneha Pillai,400959.1,381596.31,4.117,2022-04-18,2037-04-18,180,Current,0,NJ,Construction,Condo,773,0.543,0.2534,Complete,2026-07-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000690,BR-000107,Karan Rao,555263.91,341559.79,9.481,2023-04-27,2043-04-27,240,30-59 Days,52,ME,CashOutRefi,Condo,725,0.7486,0.3163,Complete,2026-08-08T09:00:00Z,OriginationCore,MeridianServicing
LN-000691,BR-000934,Priya Bose,174547.22,125509.88,9.707,2024-12-18,2039-12-19,180,Current,0,PA,Purchase,MultiFamily,673,0.7966,0.4109,Missing,2026-07-17T09:00:00Z,OriginationCore,MeridianServicing
LN-000692,BR-001288,Kavya Rao,876542.82,708544.26,7.347,2024-06-30,2049-07-01,300,Current,0,TN,Refinance,Townhouse,624,0.6662,0.283,Complete,2026-07-25T09:00:00Z,OriginationCore,ServicerX
LN-000693,BR-000490,Sneha Rao,312912.04,210420.47,8.736,2023-11-20,2043-11-20,240,Current,0,WV,Refinance,Condo,673,0.7653,0.2895,Complete,2026-07-08T09:00:00Z,OriginationCore,MeridianServicing
LN-000279,BR-002203,Meera Iyer,280752.53,0.0,8.136,2025-08-26,2055-08-27,360,Closed,0,KS,CashOutRefi,Condo,756,0.915,0.4501,Complete,2026-07-03T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000695,BR-000779,Meera Kapoor,84197.87,66757.91,9.009,2024-06-01,2049-06-02,300,Current,0,IN,Refinance,Condo,729,0.8189,0.317,Complete,2026-08-21T09:00:00Z,OriginationCore,ServicerX
LN-000696,BR-000410,Siddharth Menon,216961.95,127289.39,5.472,2025-08-02,2045-08-02,240,Current,0,MD,Purchase,Townhouse,800,0.8977,0.402,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000697,BR-002018,Vikram Verma,893402.03,651427.93,8.834,2021-04-16,2036-04-16,180,Current,0,TN,CashOutRefi,MultiFamily,802,0.6927,0.2694,Complete,2026-08-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000698,BR-001308,Kavya Banerjee,144749.55,91215.28,8.702,2021-06-21,2041-06-21,240,30-59 Days,35,CA,Construction,MultiFamily,604,0.9089,0.3051,Complete,2026-08-26T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000699,BR-001251,Ishita Desai,711973.02,458379.08,8.427,2024-03-27,2039-03-28,180,30-59 Days,51,MD,Refinance,Condo,662,0.486,0.4182,Complete,2026-07-25T09:00:00Z,OriginationCore,ServicerX
LN-000700,BR-001708,Divya Chauhan,326829.07,247887.13,13.728,2024-08-23,2054-08-24,360,Current,0,MD,CashOutRefi,Condo,658,0.5835,0.2739,Complete,2026-07-19T09:00:00Z,OriginationCore,MeridianServicing
LN-000701,BR-000227,Manav Rao,528793.44,292156.21,10.427,2021-08-20,2041-08-20,240,30-59 Days,34,NJ,CashOutRefi,SingleFamily,789,0.7874,0.223,Complete,2026-08-01T09:00:00Z,OriginationCore,MeridianServicing
LN-000702,BR-000817,Sneha Trivedi,323568.93,224330.81,8.784,2026-02-21,2046-02-21,240,60-89 Days,87,LA,Purchase,SingleFamily,642,0.4882,0.403,Pending,2026-07-22T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000703,BR-001995,Karan Pillai,714043.75,694251.85,14.35,2025-11-21,2050-11-22,300,Current,0,AR,Purchase,SingleFamily,743,0.5885,0.3383,Complete,2026-07-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000704,BR-001695,Ananya Kapoor,164142.02,113717.6,9.783,2021-02-11,2031-02-11,120,30-59 Days,48,IL,Purchase,Townhouse,642,0.5803,0.3413,Complete,2026-07-08T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000705,BR-001286,Aditya Gupta,636134.61,565370.1,11.594,2023-02-20,2053-02-20,360,Current,0,ID,CashOutRefi,Townhouse,638,0.6534,0.2666,Complete,2026-07-02T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000706,BR-000489,Manav Sethi,563074.36,0.0,7.558,2023-07-18,2043-07-18,240,Paid Off,0,AR,Purchase,MultiFamily,584,0.7111,0.4985,Missing,2026-08-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000707,BR-002316,Meera Kulkarni,290249.46,168207.74,11.977,2020-11-20,2050-11-21,360,Current,0,NC,Purchase,Townhouse,736,0.7576,0.2168,Complete,2026-08-22T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000708,BR-001354,Meera Mehta,445857.89,440290.85,10.45,2023-04-20,2048-04-20,300,Default,267,NJ,Construction,SingleFamily,682,0.7161,0.1522,Pending,2026-08-17T09:00:00Z,OriginationCore,ServicerX
LN-000709,BR-001338,Siddharth Gupta,324026.66,300195.42,10.517,2023-11-18,2033-11-17,120,Current,0,WY,CashOutRefi,Condo,628,0.8251,0.2222,Complete,2026-07-20T09:00:00Z,OriginationCore,ServicerX
LN-000710,BR-001292,Karan Bose,712543.73,691203.52,5.32,2025-12-18,2055-12-19,360,Current,0,NV,CashOutRefi,Condo,819,0.9059,0.4203,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000711,BR-001559,Arjun Gupta,71610.3,66299.88,8.043,2022-03-14,2032-03-13,120,90+ Days,115,IN,Construction,SingleFamily,603,0.9331,0.3273,Complete,2026-08-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000712,BR-001468,Ishita Sethi,693115.4,530377.25,5.196,2024-07-30,2034-07-30,120,Current,0,NC,CashOutRefi,Townhouse,645,0.6798,0.4807,Complete,2026-07-19T09:00:00Z,OriginationCore,MeridianServicing
LN-000713,BR-000268,Manav Joshi,867333.44,614568.78,5.638,2021-12-01,2046-12-02,300,Current,0,TN,Construction,Townhouse,584,0.9232,0.2462,Complete,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000714,BR-000638,Ananya Banerjee,770302.59,426809.67,11.766,2024-10-29,2034-10-29,120,Current,0,RI,Refinance,MultiFamily,675,0.7397,0.4381,Complete,2026-07-24T09:00:00Z,OriginationCore,ServicerX
LN-000715,BR-000666,Priya Banerjee,680671.67,428762.21,5.347,2024-09-15,2054-09-16,360,60-89 Days,72,SD,CashOutRefi,MultiFamily,739,0.5766,0.4241,Complete,2026-08-19T09:00:00Z,OriginationCore,MeridianServicing
LN-000716,BR-002152,Vikram Mehta,826540.39,591717.11,4.151,2024-10-14,2034-10-14,120,Current,0,IA,Purchase,Townhouse,596,0.4618,0.3165,Missing,2026-07-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000717,BR-001924,Divya Kapoor,778378.32,428355.22,6.713,2024-11-24,2049-11-25,300,60-89 Days,77,MS,Purchase,Townhouse,706,0.8118,0.4482,Complete,2026-07-27T09:00:00Z,OriginationCore,ServicerX
LN-000718,BR-000389,Nisha Joshi,734630.36,617127.97,13.2,2024-12-13,2054-12-14,360,Current,0,KS,Refinance,MultiFamily,627,0.8015,0.2554,Complete,2026-07-10T09:00:00Z,OriginationCore,MeridianServicing
LN-000719,BR-000595,Riya Iyer,695909.58,511973.18,11.601,2023-06-01,2053-06-01,360,Current,0,SD,Purchase,Condo,626,0.4079,0.3721,Pending,2026-07-15T09:00:00Z,OriginationCore,ServicerX
LN-000720,BR-000770,Riya Malhotra,324152.52,247293.28,8.199,2021-12-15,2036-12-15,180,Current,0,NJ,CashOutRefi,Townhouse,610,0.8097,0.3794,Complete,2026-08-04T09:00:00Z,OriginationCore,MeridianServicing
LN-000721,BR-001870,Rahul Verma,266991.76,$118500,11.778,2024-04-25,2044-04-25,240,60-89 Days,68,CA,CashOutRefi,Townhouse,744,0.414,0.3402,Complete,2026-07-22T09:00:00Z,OriginationCore,MeridianServicing
LN-000722,BR-001854,Manav Kulkarni,517895.05,594762.72,14.32,2025-01-21,2035-01-21,120,Current,0,NC,Refinance,Townhouse,789,0.9177,0.4995,Complete,2026-08-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000723,BR-000622,Riya Desai,218875.55,170997.15,9.038,2026-03-21,2041-03-21,180,30-59 Days,55,OH,CashOutRefi,Condo,757,0.9209,0.3358,Complete,2026-07-08T09:00:00Z,OriginationCore,ServicerX
LN-000724,BR-001737,Sneha Pillai,766752.97,473011.81,3.562,2023-11-14,2038-11-14,180,30-59 Days,42,ME,Construction,Townhouse,808,0.6621,0.2627,Complete,2026-07-18T09:00:00Z,OriginationCore,MeridianServicing
LN-000725,BR-000274,Arjun Sethi,263629.85,181141.75,4.613,2025-07-26,2035-07-26,120,Current,0,HI,Refinance,Townhouse,781,0.4877,0.2967,Complete,2026-07-11T09:00:00Z,OriginationCore,ServicerX
LN-000726,BR-001645,Rahul Menon,242359.31,0.0,13.86,2025-08-13,2045-08-13,240,Paid Off,0,IN,Construction,Condo,752,0.5515,0.2646,Complete,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000727,BR-001224,Rahul Kulkarni,705909.33,460365.63,11.543,2025-04-03,2045-04-03,240,Current,0,GA,Purchase,MultiFamily,804,0.5497,0.4958,Complete,2026-07-29T09:00:00Z,OriginationCore,MeridianServicing
LN-000728,BR-001996,Rohan Chauhan,412023.99,355286.1,9.013,2021-03-05,2031-03-05,120,Current,0,WA,CashOutRefi,Condo,802,0.8675,0.3231,Complete,2026-07-02T09:00:00Z,OriginationCore,MeridianServicing
LN-000729,BR-001130,Divya Desai,592350.92,398823.7,6.782,2025-10-08,2050-10-09,300,90+ Days,175,KY,CashOutRefi,SingleFamily,583,0.4556,0.4321,Complete,2026-07-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000730,BR-001999,Siddharth Trivedi,615784.21,550268.25,12.63,2021-07-17,2036-07-17,180,Current,0,RI,Construction,SingleFamily,734,0.4593,0.4434,Complete,2026-07-12T09:00:00Z,OriginationCore,ServicerX
LN-000731,BR-001728,Nisha Iyer,149852.36,106201.62,51.417,2025-05-05,2055-05-06,360,30-59 Days,55,NH,Construction,SingleFamily,820,0.6193,0.4318,Complete,2026-07-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000732,BR-001198,Manav Sharma,531890.5,513922.12,11.384,2023-12-26,2033-12-25,120,Current,0,MN,CashOutRefi,MultiFamily,643,0.5521,0.4243,Complete,2026-08-20T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000733,BR-001644,Aditya Mehta,227973.87,180282.24,12.714,2024-08-09,2044-08-09,240,30-59 Days,57,CO,CashOutRefi,MultiFamily,737,0.696,0.4318,Missing,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000734,BR-002037,Vikram Malhotra,827045.62,602642.27,5.325,2025-04-09,2045-04-09,240,Current,0,MN,CashOutRefi,Townhouse,809,0.5988,0.2057,Complete,2026-07-18T09:00:00Z,OriginationCore,ServicerX
LN-000735,BR-002296,Rohan Kulkarni,544569.81,0.0,9.19,2024-04-11,2034-04-11,120,Paid Off,0,SC,Purchase,Condo,603,0.4498,0.3593,Pending,2026-07-13T09:00:00Z,OriginationCore,MeridianServicing
LN-000736,BR-000425,Rohan Trivedi,658504.89,477134.84,9.556,2024-10-08,2044-10-08,240,Current,0,MA,Refinance,Townhouse,791,0.4224,0.3418,Complete,2026-08-02T09:00:00Z,OriginationCore,MeridianServicing
LN-000737,BR-001804,Sneha Kapoor,240798.31,155639.76,3.143,2020-11-10,2030-11-10,120,Current,0,AK,Construction,Townhouse,686,0.706,0.4994,Complete,2026-08-12T09:00:00Z,OriginationCore,ServicerX
LN-000738,BR-001072,Aditya Pillai,583166.84,571980.35,7.96,2021-12-04,2051-12-05,360,Default,274,KS,CashOutRefi,MultiFamily,599,0.927,0.1971,Pending,2026-07-10T09:00:00Z,OriginationCore,AtlasLoanCare
